782,78.216,-13.618,-0.972
783,78.687,-13.733,-0.975
784,79.158,-13.847,-0.977
785,79.629,-13.962,-0.979
786,80.100,-14.076,-0.983
787,80.571,-14.190,-0.985
788,81.042,-14.304,-0.987
789,81.513,-14.418,-0.990
790,81.985,-14.531,-0.993
791,82.456,-14.644,-0.997
792,82.928,-14.757,-1.000
793,83.399,-14.870,-1.003
794,83.871,-14.983,-1.007
795,84.342,-15.095,-1.010
796,84.814,-15.208,-1.013
797,85.285,-15.320,-1.017
798,85.757,-15.432,-1.020
799,86.229,-15.544,-1.023
800,86.700,-15.656,-1.027
801,87.172,-15.768,-1.030
802,87.644,-15.879,-1.033
803,88.116,-15.991,-1.037
804,88.588,-16.102,-1.039
805,89.060,-16.213,-1.041
806,89.531,-16.325,-1.043
807,90.003,-16.435,-1.043
808,90.475,-16.546,-1.043
809,90.947,-16.657,-1.043
810,91.419,-16.767,-1.043
811,91.892,-16.877,-1.043
812,92.364,-16.987,-1.044
813,92.836,-17.097,-1.046
814,93.308,-17.206,-1.048
815,93.781,-17.315,-1.050
816,94.253,-17.425,-1.051
817,94.725,-17.533,-1.053
818,95.198,-17.642,-1.055
819,95.670,-17.750,-1.056
820,96.143,-17.858,-1.058
821,96.616,-17.966,-1.060
822,97.088,-18.073,-1.061
823,97.561,-18.180,-1.063
824,98.034,-18.287,-1.065
825,98.507,-18.394,-1.066
826,98.980,-18.500,-1.066
827,99.453,-18.606,-1.067
828,99.926,-18.712,-1.069
829,100.400,-18.817,-1.070
830,100.873,-18.922,-1.073
831,101.346,-19.026,-1.076
832,101.820,-19.131,-1.078
833,102.293,-19.234,-1.080
834,102.767,-19.338,-1.082
835,103.241,-19.441,-1.082
836,103.714,-19.544,-1.082
837,104.188,-19.646,-1.084
838,104.662,-19.748,-1.085
839,105.136,-19.850,-1.087
840,105.610,-19.951,-1.091
841,106.084,-20.053,-1.093
842,106.558,-20.154,-1.095
843,107.033,-20.255,-1.096
844,107.507,-20.356,-1.098
845,107.981,-20.457,-1.100
846,108.455,-20.559,-1.103
847,108.929,-20.660,-1.106
848,109.403,-20.761,-1.110
849,109.877,-20.863,-1.112
850,110.351,-20.965,-1.113
851,110.825,-21.067,-1.113
852,111.299,-21.169,-1.114
853,111.773,-21.272,-1.116
854,112.246,-21.376,-1.117
855,112.720,-21.479,-1.120
856,113.193,-21.584,-1.123
857,113.667,-21.688,-1.125
858,114.140,-21.794,-1.127
859,114.613,-21.900,-1.128
860,115.086,-22.007,-1.130
861,115.559,-22.114,-1.132
862,116.031,-22.223,-1.133
863,116.503,-22.332,-1.135
864,116.976,-22.442,-1.137
865,117.447,-22.553,-1.138
866,117.919,-22.665,-1.140
867,118.391,-22.777,-1.142
868,118.862,-22.891,-1.144
869,119.333,-23.006,-1.144
870,119.804,-23.121,-1.144
871,120.275,-23.237,-1.146
872,120.745,-23.355,-1.147
873,121.215,-23.473,-1.149
874,121.685,-23.591,-1.152
875,122.155,-23.711,-1.155
876,122.625,-23.832,-1.157
877,123.094,-23.953,-1.158
878,123.563,-24.075,-1.160
879,124.032,-24.198,-1.164
880,124.501,-24.321,-1.167
881,124.970,-24.445,-1.171
882,125.438,-24.570,-1.174
883,125.906,-24.696,-1.176
884,126.374,-24.823,-1.178
885,126.842,-24.950,-1.181
886,127.310,-25.078,-1.185
887,127.777,-25.206,-1.188
888,128.244,-25.336,-1.191
889,128.711,-25.465,-1.195
890,129.178,-25.596,-1.198
891,129.645,-25.727,-1.201
892,130.111,-25.859,-1.205
893,130.578,-25.992,-1.208
894,131.044,-26.125,-1.210
895,131.510,-26.259,-1.212
896,131.976,-26.394,-1.214
897,132.441,-26.529,-1.214
898,132.906,-26.665,-1.214
899,133.371,-26.802,-1.214
900,133.836,-26.940,-1.213
901,134.301,-27.079,-1.211
902,134.765,-27.218,-1.208
903,135.229,-27.358,-1.204
